id,customer_id,category_id,item_id,size_caption,width,left_facing,right_facing,thickness,printing_cylinder,cutting_length_cm,raw_material,master_batch_id,is_printed,cutting_unit,punching,unit_weight_kg,unit_quantity,package_weight_kg,cliche_front_design,cliche_back_design,notes,status,created_at
1571,CID1026,CAT04,ITM32,50+12+12X81,50,12,12,30,32,81,HDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:10 GMT+0000 (Coordinated Universal Time)
1572,CID427,CAT04,ITM30,36+8+8X50,36,8,8,25,20,51,HDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:10 GMT+0000 (Coordinated Universal Time)
1574,CID882,CAT03,ITM23,32+10+10X60,32,10,10,16,24,61,HDPE,PT-111111,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:11 GMT+0000 (Coordinated Universal Time)
1575,CID882,CAT03,ITM24,42+12+12X71,42,12,12,18,28,71,HDPE,PT-111111,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:11 GMT+0000 (Coordinated Universal Time)
1576,CID882,CAT03,ITM25,52+14+14X81,52,14,14,20,32,81,HDPE,PT-111111,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:11 GMT+0000 (Coordinated Universal Time)
1527,CID983,CAT08,ITM58,38X55,38,0,0,20,22,56,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:05 GMT+0000 (Coordinated Universal Time)
4083,CID1877,CAT08,ITM57,25X81,25,0,0,35,32,81,LDPE,PT-MIX,TRUE,كيلو,بدون,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:32 GMT+0000 (Coordinated Universal Time)
1579,CID1027,CAT04,ITM31,49+13+13X66,49,13,13,35,26,66,HDPE,PT-CLEAR,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:11 GMT+0000 (Coordinated Universal Time)
1580,CID400,CAT07,ITM51,42X66,42,0,0,13,26,66,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:11 GMT+0000 (Coordinated Universal Time)
1581,CID360,CAT05,ITM35,32+9+9X110,32,9,9,4,20,110,HDPE,PT-111111,TRUE,باكت,بدون,0.9,20,18,,,5R/Bag,active,Thu Aug 21 2025 16:50:11 GMT+0000 (Coordinated Universal Time)
1582,CID354,CAT09,ITM64,35X0,35,0,0,14,بدون طباعة,0,HDPE,PT-150086,FALSE,رول,بدون,45,1,45,,,45Kg/Roll,active,Thu Aug 21 2025 16:50:12 GMT+0000 (Coordinated Universal Time)
1583,CID789,CAT08,ITM57,47X76,47,0,0,27,30,76,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:12 GMT+0000 (Coordinated Universal Time)
1585,CID569,CAT03,ITM21,27+7+7X45,27,7,7,18,18,46,HDPE,PT-CLEAR,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:12 GMT+0000 (Coordinated Universal Time)
1586,CID144,CAT04,ITM30,40+8+8X50,40,8,8,35,20,51,LDPE,PT-150245,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:12 GMT+0000 (Coordinated Universal Time)
1587,CID751,CAT03,ITM23,43+12+12X66,43,12,12,16,26,66,HDPE,PT-111111,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:12 GMT+0000 (Coordinated Universal Time)
1588,CID751,CAT03,ITM24,53+15+15X81,53,15,15,16,32,81,HDPE,PT-111111,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:12 GMT+0000 (Coordinated Universal Time)
1589,CID789,CAT08,ITM59,51X86,51,0,0,13,34,86,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:12 GMT+0000 (Coordinated Universal Time)
1590,CID789,CAT08,ITM60,49X55,49,0,0,9,22,56,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:13 GMT+0000 (Coordinated Universal Time)
1591,CID789,CAT08,ITM61,36X60,36,0,0,9,24,61,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:13 GMT+0000 (Coordinated Universal Time)
1593,CID1028,CAT04,ITM30,34+7+7X55,34,7,7,32,22,56,HDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:13 GMT+0000 (Coordinated Universal Time)
1594,CID1028,CAT04,ITM31,45+10+10X60,45,10,10,36,24,61,HDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:13 GMT+0000 (Coordinated Universal Time)
1595,CID169,CAT03,ITM24,39+11+11X0,39,11,11,17,بدون طباعة,0,HDPE,PT-CLEAR,FALSE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:13 GMT+0000 (Coordinated Universal Time)
1596,CID1033,CAT04,ITM31,46+11+11X66,46,11,11,30,بدون طباعة,66,LDPE,PT-111111,FALSE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:13 GMT+0000 (Coordinated Universal Time)
1597,CID1029,CAT04,ITM28,18X25,18,0,0,10,10,25,HDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:13 GMT+0000 (Coordinated Universal Time)
1599,CID1011,CAT04,ITM29,30+10+10X45,30,10,10,25,18,46,HDPE,PT-120074,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:14 GMT+0000 (Coordinated Universal Time)
1600,CID593,CAT04,ITM30,36+8+8X45,36,8,8,40,18,46,LDPE,PT-180361,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:14 GMT+0000 (Coordinated Universal Time)
1601,CID004,CAT01,ITM11,70+25+25X130,70,25,25,12,بدون طباعة,130,Regrind,PT-CLEAR,FALSE,باكت,بدون,2,1,2,,,10P/Bag,active,Thu Aug 21 2025 16:50:14 GMT+0000 (Coordinated Universal Time)
1602,CID949,CAT08,ITM58,50+15+15X70,50,15,15,22,بدون طباعة,70,LDPE,PT-CLEAR,FALSE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:14 GMT+0000 (Coordinated Universal Time)
1603,CID949,CAT08,ITM59,25X36,25,0,0,25,بدون طباعة,36,LDPE,PT-CLEAR,FALSE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:14 GMT+0000 (Coordinated Universal Time)
1605,CID949,CAT08,ITM61,31X42,31,0,0,15,بدون طباعة,42,LDPE,PT-CLEAR,FALSE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:15 GMT+0000 (Coordinated Universal Time)
1606,CID1030,CAT04,ITM30,30+7+7X40,30,7,7,35,16,41,LDPE,PT-180361,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:15 GMT+0000 (Coordinated Universal Time)
1607,CID1030,CAT03,ITM23,50+8+8X60,50,8,8,35,24,61,LDPE,PT-180361,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:15 GMT+0000 (Coordinated Universal Time)
1608,CID705,CAT04,ITM30,40+9+9X50,40,9,9,30,20,51,LDPE,PT-180361,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:15 GMT+0000 (Coordinated Universal Time)
1609,CID476,CAT07,ITM49,31X55,31,0,0,12,22,56,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:15 GMT+0000 (Coordinated Universal Time)
1610,CID1031,CAT06,ITM43,45X110,45,0,0,5,14,110,HDPE,PT-120074,TRUE,كيلو,بدون,1,20,20,,,1K/R x 20R/Bag,active,Thu Aug 21 2025 16:50:15 GMT+0000 (Coordinated Universal Time)
1612,CID972,CAT08,ITM57,50X91,50,0,0,20,36,91,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:15 GMT+0000 (Coordinated Universal Time)
1613,CID320,CAT03,ITM20,21+6+6X35,21,6,6,10,14,36,HDPE,PT-111111,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:15 GMT+0000 (Coordinated Universal Time)
1614,CID025,CAT01,ITM11,70+26+26X125,70,26,26,18,بدون طباعة,125,Regrind,PT-000000,FALSE,باكت,بدون,6.5,3,19.5,,,50Pcs/P x 3P/Bag,active,Thu Aug 21 2025 16:50:16 GMT+0000 (Coordinated Universal Time)
1615,CID1032,CAT03,ITM20,23+7+7X35,23,7,7,13,14,36,HDPE,PT-111111,TRUE,كيلو,علاقي هوك,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:16 GMT+0000 (Coordinated Universal Time)
1616,CID1032,CAT03,ITM21,28+9+9X45,28,9,9,15,18,46,HDPE,PT-111111,TRUE,كيلو,علاقي هوك,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:16 GMT+0000 (Coordinated Universal Time)
1617,CID1032,CAT03,ITM22,32+10+10X50,32,10,10,15,20,51,HDPE,PT-111111,TRUE,كيلو,علاقي هوك,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:16 GMT+0000 (Coordinated Universal Time)
1618,CID503,CAT05,ITM35,0X110,0,0,0,4,20,110,HDPE,PT-111111,TRUE,باكت,بدون,1,20,20,,,7R/P x 20P/Bag,active,Thu Aug 21 2025 16:50:16 GMT+0000 (Coordinated Universal Time)
1619,CID648,CAT06,ITM42,60X90,60,0,0,6,22,90,HDPE,PT-CLEAR,TRUE,رول,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:16 GMT+0000 (Coordinated Universal Time)
1621,CID307,CAT08,ITM55,40X45,40,0,0,12,بدون طباعة,45,LDPE,PT-120074,FALSE,كرتون,بدون,15,1,15,,,10P/Bag,active,Thu Aug 21 2025 16:50:16 GMT+0000 (Coordinated Universal Time)
1622,CID453,CAT03,ITM25,67+18+18X91,67,18,18,18,36,91,HDPE,PT-150245,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:17 GMT+0000 (Coordinated Universal Time)
1623,CID754,CAT01,ITM03,31+8+8X55,31,8,8,6,بدون طباعة,55,Regrind,PT-000000,FALSE,باكت,بدون,1,20,20,,,10P/Bag,active,Thu Aug 21 2025 16:50:17 GMT+0000 (Coordinated Universal Time)
1624,CID754,CAT01,ITM04,47+10+10X70,47,10,10,12,بدون طباعة,70,LDPE,PT-000000,FALSE,باكت,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:17 GMT+0000 (Coordinated Universal Time)
1626,CID885,CAT04,ITM31,40+12+12X66,40,12,12,35,26,66,HDPE,PT-180361,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:17 GMT+0000 (Coordinated Universal Time)
1627,CID624,CAT04,ITM30,40+7+7X45,40,7,7,30,18,46,HDPE,PT-120074,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:17 GMT+0000 (Coordinated Universal Time)
1578,CID1027,CAT04,ITM30,39+10+10X55,39,10,10,35,22,56,HDPE,PT-CLEAR,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:11 GMT+0000 (Coordinated Universal Time)
4084,CID1145,CAT06,ITM44,45X90,45,0,0,6,18,90,HDPE,PT-111111,TRUE,رول,بدون,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:32 GMT+0000 (Coordinated Universal Time)
4085,CID1178,CAT06,ITM44,45X80,45,0,0,7,16,80,HDPE,PT-111111,TRUE,رول,بدون,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:32 GMT+0000 (Coordinated Universal Time)
1631,CID978,CAT08,ITM62,23+5+5X45,23,5,5,50,18,46,LDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:18 GMT+0000 (Coordinated Universal Time)
1632,CID978,CAT08,ITM56,24+5+5X55,24,5,5,50,22,56,LDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:18 GMT+0000 (Coordinated Universal Time)
1633,CID1033,CAT04,ITM30,36+6+6X40,36,6,6,24,16,41,HDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:18 GMT+0000 (Coordinated Universal Time)
1634,CID1033,CAT04,ITM32,41+8+8X55,41,8,8,28,22,56,HDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:18 GMT+0000 (Coordinated Universal Time)
1635,CID082,CAT03,ITM22,35+10+10X55,35,10,10,17,22,56,HDPE,PT-111111,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:18 GMT+0000 (Coordinated Universal Time)
1636,CID082,CAT03,ITM23,40+13+13X60,40,13,13,18,24,61,HDPE,PT-111111,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:18 GMT+0000 (Coordinated Universal Time)
1638,CID1020,CAT04,ITM29,21X30,21,0,0,15,12,30,LDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:18 GMT+0000 (Coordinated Universal Time)
1639,CID195,CAT03,ITM22,32+10+10X0,32,10,10,18,بدون طباعة,0,HDPE,PT-111111,FALSE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:19 GMT+0000 (Coordinated Universal Time)
1640,CID789,CAT08,ITM62,55X91,55,0,0,12,36,91,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:19 GMT+0000 (Coordinated Universal Time)
1641,CID617,CAT07,ITM50,0X0,0,0,0,10,بدون طباعة,0,LDPE,PT-CLEAR,FALSE,كرتون,بدون,5,1,5,,,5Kg/Box,active,Thu Aug 21 2025 16:50:19 GMT+0000 (Coordinated Universal Time)
1642,CID341,CAT08,ITM55,46X66,46,0,0,30,26,66,LDPE,PT-111111,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:19 GMT+0000 (Coordinated Universal Time)
1644,CID1035,CAT04,ITM30,33+6+6X50,33,6,6,30,20,51,LDPE,PT-150245,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:19 GMT+0000 (Coordinated Universal Time)
1645,CID275,CAT04,ITM30,36+6+6X50,36,6,6,35,20,51,LDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:19 GMT+0000 (Coordinated Universal Time)
1646,CID1036,CAT04,ITM29,21+4+4X30,21,4,4,40,12,30,HDPE,PT-CLEAR,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:19 GMT+0000 (Coordinated Universal Time)
1647,CID1036,CAT04,ITM30,32+7+7X45,32,7,7,40,18,46,HDPE,PT-CLEAR,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:19 GMT+0000 (Coordinated Universal Time)
1648,CID803,CAT03,ITM23,39+13+13X50,39,13,13,16,20,51,HDPE,PT-130232-A,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:20 GMT+0000 (Coordinated Universal Time)
1649,CID002,CAT08,ITM56,65X168,65,0,0,11,22,168,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:20 GMT+0000 (Coordinated Universal Time)
1651,CID1033,CAT04,ITM31,39+8+8X45,39,8,8,30,18,46,HDPE,PT-111111,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:20 GMT+0000 (Coordinated Universal Time)
1652,CID1033,CAT04,ITM33,46+11+11X66,46,11,11,30,26,66,HDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:20 GMT+0000 (Coordinated Universal Time)
1653,CID1033,CAT04,ITM34,61+11+11X102,61,11,11,45,بدون طباعة,102,LDPE,PT-120074,FALSE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:20 GMT+0000 (Coordinated Universal Time)
1654,CID1037,CAT03,ITM22,32+10+10X50,32,10,10,16,20,51,HDPE,PT-111111,TRUE,كيلو,علاقي هوك,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:20 GMT+0000 (Coordinated Universal Time)
1655,CID1038,CAT03,ITM23,33+9+9X60,33,9,9,13,24,61,HDPE,PT-111111,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:20 GMT+0000 (Coordinated Universal Time)
1656,CID1039,CAT03,ITM21,23+7+7X40,23,7,7,13,16,41,HDPE,PT-111111,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:21 GMT+0000 (Coordinated Universal Time)
1658,CID1039,CAT03,ITM24,46+10+10X81,46,10,10,17,32,81,HDPE,PT-111111,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:21 GMT+0000 (Coordinated Universal Time)
1659,CID1040,CAT04,ITM30,30+6+6X40,30,6,6,38,16,41,LDPE,PT-000000,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:21 GMT+0000 (Coordinated Universal Time)
1660,CID1040,CAT04,ITM31,40+6+6X50,40,6,6,38,20,51,LDPE,PT-000000,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:21 GMT+0000 (Coordinated Universal Time)
1661,CID1040,CAT04,ITM32,52+8+8X60,52,8,8,40,24,61,LDPE,PT-000000,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:21 GMT+0000 (Coordinated Universal Time)
1662,CID925,CAT04,ITM30,30X40,30,0,0,16,16,41,HDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:21 GMT+0000 (Coordinated Universal Time)
1663,CID925,CAT04,ITM31,40+8+8X50,40,8,8,30,20,51,HDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:21 GMT+0000 (Coordinated Universal Time)
1665,CID1041,CAT03,ITM21,29+10+10X45,29,10,10,15,18,46,HDPE,PT-111111,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:22 GMT+0000 (Coordinated Universal Time)
1666,CID1041,CAT05,ITM35,0X50,0,0,0,4,20,51,HDPE,PT-111111,TRUE,رول,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:22 GMT+0000 (Coordinated Universal Time)
1667,CID1042,CAT03,ITM21,23+8+8X40,23,8,8,14,16,41,HDPE,PT-111111,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:22 GMT+0000 (Coordinated Universal Time)
1668,CID1042,CAT03,ITM22,32+10+10X50,32,10,10,14,20,51,HDPE,PT-MIX,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:22 GMT+0000 (Coordinated Universal Time)
1669,CID1042,CAT03,ITM24,46+13+13X71,46,13,13,15,28,71,HDPE,PT-MIX,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:22 GMT+0000 (Coordinated Universal Time)
1670,CID1042,CAT03,ITM25,50+12+12X91,50,12,12,15,36,91,HDPE,PT-130232-A,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:22 GMT+0000 (Coordinated Universal Time)
1672,CID1043,CAT04,ITM32,50+10+10X71,50,10,10,26,28,71,HDPE,PT-MIX,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:22 GMT+0000 (Coordinated Universal Time)
1673,CID1044,CAT08,ITM55,15X25,15,0,0,12,10,25,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:22 GMT+0000 (Coordinated Universal Time)
1674,CID1044,CAT08,ITM56,32X45,32,0,0,15,18,46,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:23 GMT+0000 (Coordinated Universal Time)
1675,CID507,CAT04,ITM30,53X35,53,0,0,13,14,36,LDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:23 GMT+0000 (Coordinated Universal Time)
1676,CID1045,CAT04,ITM29,30+8+8X40,30,8,8,22,16,41,HDPE,PT-MIX,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:23 GMT+0000 (Coordinated Universal Time)
1677,CID1045,CAT04,ITM30,40+10+10X50,40,10,10,23,20,51,HDPE,PT-MIX,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:23 GMT+0000 (Coordinated Universal Time)
1678,CID1045,CAT04,ITM31,50+12+12X55,50,12,12,24,22,56,HDPE,PT-MIX,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:23 GMT+0000 (Coordinated Universal Time)
1679,CID485,CAT08,ITM55,20X30,20,0,0,24,12,30,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:23 GMT+0000 (Coordinated Universal Time)
4086,CID1878,CAT04,ITM29,25.5+8.5+8.5X35,25.5,8.5,8.5,22,14,36,HDPE,PT-CLEAR,TRUE,كيلو,بنانة,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:32 GMT+0000 (Coordinated Universal Time)
4087,CID1879,CAT04,ITM29,30+9+9X40,30,9,9,32,16,41,LDPE,PT-CLEAR,TRUE,كيلو,بنانة,1,,,,,20K/Bag,active,Thu Aug 21 2025 16:58:33 GMT+0000 (Coordinated Universal Time)
1682,CID1047,CAT08,ITM56,25+6+6X45,25,6,6,45,18,46,LDPE,PT-120074,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:24 GMT+0000 (Coordinated Universal Time)
1684,CID976,CAT08,ITM58,20X30,20,0,0,16,بدون طباعة,30,LDPE,PT-CLEAR,FALSE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:24 GMT+0000 (Coordinated Universal Time)
1685,CID976,CAT08,ITM59,26X40,26,0,0,16,بدون طباعة,40,LDPE,PT-CLEAR,FALSE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:24 GMT+0000 (Coordinated Universal Time)
1686,CID976,CAT08,ITM60,30X53,30,0,0,16,بدون طباعة,53,LDPE,PT-CLEAR,FALSE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:24 GMT+0000 (Coordinated Universal Time)
1687,CID896,CAT03,ITM22,31+10+10X50,31,10,10,14,20,51,HDPE,PT-111111,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:24 GMT+0000 (Coordinated Universal Time)
1688,CID886,CAT03,ITM25,50+14+14X91,50,14,14,22,36,91,HDPE,PT-111111,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:24 GMT+0000 (Coordinated Universal Time)
1690,CID1048,CAT01,ITM05,38+12+12X71,38,12,12,13,28,71,HDPE,PT-130232-B,TRUE,باكت,بدون,1.3,10,13,,,50Pcs/P x 10P/Bag,active,Thu Aug 21 2025 16:50:24 GMT+0000 (Coordinated Universal Time)
1691,CID1049,CAT04,ITM29,25X35,25,0,0,8,14,36,HDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:25 GMT+0000 (Coordinated Universal Time)
1692,CID1049,CAT03,ITM22,30+10+10X50,30,10,10,16,20,51,HDPE,PT-111111,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:25 GMT+0000 (Coordinated Universal Time)
1693,CID1049,CAT03,ITM24,45+12+12X81,45,12,12,20,32,81,HDPE,PT-111111,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:25 GMT+0000 (Coordinated Universal Time)
1694,CID1050,CAT04,ITM31,40+8+8X55,40,8,8,40,22,56,LDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:25 GMT+0000 (Coordinated Universal Time)
1695,CID1051,CAT04,ITM30,33+8+8X45,33,8,8,30,18,46,HDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:25 GMT+0000 (Coordinated Universal Time)
1696,CID717,CAT04,ITM29,25X30,25,0,0,13,12,30,LDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:25 GMT+0000 (Coordinated Universal Time)
1698,CID680,CAT04,ITM30,45X50,45,0,0,14,20,51,LDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:25 GMT+0000 (Coordinated Universal Time)
1699,CID1053,CAT04,ITM29,26+6+6X35,26,6,6,43,14,36,LDPE,PT-180374,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:26 GMT+0000 (Coordinated Universal Time)
1700,CID1054,CAT03,ITM25,41+12+12X81,41,12,12,21,32,81,HDPE,PT-111111,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:26 GMT+0000 (Coordinated Universal Time)
1701,CID296,CAT08,ITM56,28X45,28,0,0,9,18,46,LDPE,PT-CLEAR,TRUE,كيلو,بدون,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:26 GMT+0000 (Coordinated Universal Time)
1702,CID842,CAT04,ITM30,41+9+9X50,41,9,9,40,20,51,HDPE,PT-111111,TRUE,كيلو,بنانة,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:26 GMT+0000 (Coordinated Universal Time)
1703,CID800,CAT03,ITM21,25+7+7X45,25,7,7,13,18,46,HDPE,PT-111111,TRUE,كيلو,علاقي,1,20,20,,,20K/Bag,active,Thu Aug 21 2025 16:50:26 GMT+0000 (Coordinated Universal Time)
