id,printing_cylinder,master_batch_id,cutting_unit,punching,unit_weight_kg,unit_quantity,package_weight_kg
2786,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
2787,18,PT-CLEAR,كيلو,بنانة,1,20,20
2788,24,PT-CLEAR,كيلو,بنانة,1,20,20
2789,14,PT-111111,كيلو,علاقي هوك,1,20,20
2790,16,PT-CLEAR,كيلو,علاقي هوك,1,20,20
2791,20,PT-CLEAR,كيلو,علاقي هوك,1,20,20
2792,20,PT-111111,كيلو,علاقي هوك,1,20,20
2793,14,PT-111111,كيلو,علاقي هوك,1,20,20
2794,بدون طباعة,PT-111111,رول,بدون,1,20,20
2795,بدون طباعة,PT-180363,باكت,بدون,1,20,20
2796,16,PT-111111,كيلو,علاقي هوك,1,20,20
2797,18,PT-111111,كيلو,علاقي هوك,1,20,20
2798,20,PT-111111,كيلو,علاقي هوك,1,20,20
2799,24,PT-111111,كيلو,علاقي هوك,1,20,20
2800,24,PT-111111,كيلو,علاقي هوك,1,20,20
2801,12,PT-111111,كيلو,بنانة,1,20,20
2802,24,PT-111111,كيلو,بنانة,1,20,20
2803,بدون طباعة,PT-000000,باكت,بدون,4.8,3,14.4
2804,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2805,18,PT-CLEAR,كيلو,بدون,1,20,20
2806,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2807,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2808,24,PT-180370,كيلو,علاقي,1,20,20
2809,28,PT-180361,كيلو,علاقي,1,20,20
2810,14,PT-111111,كيلو,بنانة,1,20,20
2811,16,PT-111111,كيلو,بنانة,1,20,20
2812,18,PT-111111,كيلو,بنانة,1,20,20
2813,16,PT-111111,كيلو,علاقي هوك,1,20,20
2814,22,PT-111111,كيلو,علاقي هوك,1,20,20
2815,14,PT-111111,كيلو,بنانة,1,20,20
2816,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2817,10,PT-111111,كيلو,بنانة,1,20,20
2818,14,PT-111111,كيلو,بنانة,1,20,20
2819,20,PT-111111,كيلو,بنانة,1,20,20
2820,بدون طباعة,PT-111111,باكت,بدون,0.5,20,10
2821,بدون طباعة,PT-111111,باكت,بدون,1,20,20
2822,24,PT-111111,كيلو,علاقي,1,20,20
2823,8,PT-CLEAR,كيلو,بدون,1,20,20
2824,10,PT-CLEAR,كيلو,بدون,1,20,20
2825,18,PT-111111,كيلو,بدون,1,20,20
2826,18,PT-111111,كيلو,علاقي,1,20,20
2827,20,PT-CLEAR,كيلو,بدون,1,20,20
2828,32,PT-CLEAR,كيلو,بدون,1,20,20
2829,39,PT-CLEAR,كيلو,بدون,1,20,20
2830,بدون طباعة,PT-111111,كيلو,علاقي,1,20,20
2831,24,PT-111111,كيلو,علاقي هوك,1,20,20
2832,20,PT-CLEAR,كيلو,بدون,1,20,20
2833,18,PT-CLEAR,كيلو,بدون,1,20,20
2834,28,PT-CLEAR,كيلو,بدون,1,20,20
2835,16,PT-000000,كيلو,بنانة,1,20,20
2836,30,PT-111111,كيلو,بدون,1,20,20
2837,30,PT-180122,كيلو,بدون,1,20,20
2838,20,PT-120074,كيلو,بنانة,1,20,20
2839,24,PT-120074,كيلو,بنانة,1,20,20
2840,20,PT-111111,كيلو,بنانة,1,20,20
2841,16,PT-111111,كيلو,علاقي هوك,1,20,20
2842,18,PT-111111,كيلو,علاقي هوك,1,20,20
2843,22,PT-111111,كيلو,علاقي هوك,1,20,20
2844,14,PT-CLEAR,كيلو,بدون,1,20,20
2845,18,PT-111111,كيلو,علاقي,1,20,20
2846,24,PT-111111,كيلو,علاقي,1,20,20
2847,30,PT-170028,كيلو,بدون,1,20,20
2848,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2849,20,PT-180122,كيلو,بدون,1,20,20
2850,20,PT-111111,كيلو,علاقي,1,20,20
2851,24,PT-111111,كيلو,علاقي,1,20,20
2852,26,PT-111111,كيلو,علاقي,1,20,20
2853,20,PT-111111,كيلو,علاقي هوك,1,20,20
2854,18,PT-111111,كيلو,علاقي هوك,1,20,20
2855,24,PT-111111,كيلو,علاقي هوك,1,20,20
2856,بدون طباعة,PT-111111,رول,بدون,1,20,20
2857,20,PT-111111,كيلو,بنانة,1,20,20
2858,22,PT-111111,كيلو,بنانة,1,20,20
2859,بدون طباعة,PT-CLEAR,كور,بدون,20,1,20
2860,28,PT-111111,كيلو,علاقي,1,20,20
2861,14,PT-111111,كيلو,بنانة,1,20,20
2862,16,PT-111111,كيلو,بنانة,1,20,20
2863,18,PT-111111,كيلو,بنانة,1,20,20
2864,20,PT-111111,كيلو,بنانة,1,20,20
2865,32,PT-111111,كيلو,علاقي,1,20,20
2866,39,PT-111111,كيلو,بنانة,1,20,20
2867,22,PT-111111,كيلو,بنانة,1,20,20
2868,22,PT-111111,كيلو,بنانة,1,20,20
2869,بدون طباعة,PT-111111,باكت,بدون,1,20,20
2870,16,PT-000000,كيلو,بنانة,1,20,20
2871,24,PT-111111,كيلو,علاقي,1,20,20
2872,32,PT-111111,كيلو,علاقي,1,20,20
2873,24,PT-111111,كيلو,علاقي,1,20,20
2874,18,PT-111111,كيلو,علاقي هوك,1,20,20
2875,28,PT-120074,كيلو,علاقي هوك,1,20,20
2876,18,PT-111111,كيلو,بنانة,1,20,20
2877,بدون طباعة,PT-111111,باكت,بدون,0.6,20,12
2878,بدون طباعة,PT-111111,رول,بدون,0.4,20,8
2879,بدون طباعة,PT-130231,رول,بدون,0.4,20,8
2880,بدون طباعة,PT-140340,رول,بدون,0.4,20,8
2881,16,PT-120074,كيلو,علاقي هوك,1,20,20
2882,24,PT-CLEAR,كيلو,علاقي هوك,1,20,20
2883,28,PT-120074,كيلو,علاقي هوك,1,20,20
2884,36,PT-120074,كيلو,علاقي هوك,1,20,20
2885,12,PT-CLEAR,كيلو,بدون,1,20,20
2886,20,PT-CLEAR,كيلو,بدون,1,20,20
2887,14,PT-111111,كيلو,بنانة,1,20,20
2888,18,PT-111111,كيلو,بنانة,1,20,20
2889,16,PT-111111,كيلو,بنانة,1,20,20
2890,14,PT-CLEAR,كيلو,بدون,1,20,20
2891,18,PT-111111,كيلو,علاقي هوك,1,20,20
2892,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
2893,24,PT-111111,كيلو,بنانة,1,20,20
2894,30,PT-111111,كيلو,بنانة,1,20,20
2895,39,PT-111111,كيلو,بنانة,1,20,20
2896,20,PT-CLEAR,كيلو,بنانة,1,20,20
2897,28,PT-CLEAR,كيلو,بنانة,1,20,20
2898,39,PT-CLEAR,كيلو,بنانة,1,20,20
2899,14,PT-111111,كرتون,بنانة,10,1,10
2900,16,PT-111111,كيلو,علاقي هوك,1,20,20
2901,18,PT-111111,كيلو,علاقي هوك,1,20,20
2902,20,PT-111111,كيلو,علاقي هوك,1,20,20
2903,18,PT-111111,كيلو,علاقي,1,20,20
2904,22,PT-111111,كيلو,علاقي,1,20,20
2905,24,PT-111111,كيلو,علاقي,1,20,20
2906,12,PT-111111,كيلو,بنانة,1,20,20
2907,14,PT-111111,كيلو,بنانة,1,20,20
2908,14,PT-CLEAR,كيلو,بنانة,1,20,20
2909,20,PT-111111,كيلو,بدون,1,20,20
2910,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
2911,16,PT-120074,كيلو,علاقي هوك,1,20,20
2912,20,PT-120074,كيلو,علاقي,1,20,20
2913,24,PT-120074,كيلو,علاقي,1,20,20
2914,28,PT-120074,كيلو,علاقي,1,20,20
2915,32,PT-120074,كيلو,بدون,1,20,20
2916,24,PT-140079,كيلو,علاقي هوك,1,20,20
2917,32,PT-130232-A,كيلو,علاقي هوك,1,20,20
2918,16,PT-111111,كيلو,بنانة,1,20,20
2919,12,PT-111111,كيلو,بنانة,1,20,20
2920,12,PT-111111,كيلو,بنانة,1,20,20
2921,20,PT-111111,كيلو,بنانة,1,20,20
2922,24,PT-111111,كيلو,بنانة,1,20,20
2923,28,PT-111111,كيلو,بنانة,1,20,20
2924,39,PT-111111,كيلو,بنانة,1,20,20
2925,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
2926,24,PT-CLEAR,كيلو,بدون,1,20,20
2927,34,PT-CLEAR,كيلو,بدون,1,20,20
2928,16,PT-CLEAR,كيلو,بنانة,1,20,20
2929,16,PT-CLEAR,كيلو,بنانة,1,20,20
2930,18,PT-CLEAR,كيلو,بنانة,1,20,20
2931,16,PT-111111,كيلو,علاقي هوك,1,20,20
2932,18,PT-111111,كيلو,علاقي هوك,1,20,20
2933,20,PT-111111,كيلو,علاقي هوك,1,20,20
2934,16,PT-111111,كيلو,بنانة,1,20,20
2935,18,PT-111111,كيلو,بنانة,1,20,20
2936,16,PT-CLEAR,كيلو,علاقي هوك,1,20,20
2937,20,PT-CLEAR,كيلو,علاقي هوك,1,20,20
2938,22,PT-111111,كيلو,علاقي هوك,1,20,20
2939,18,PT-111111,كيلو,بنانة,1,20,20
2940,بدون طباعة,PT-111111,رول,بدون,1,20,20
2941,22,PT-130232-A,كيلو,علاقي,1,20,20
2942,12,PT-MIX,كيلو,بنانة,1,20,20
2943,14,PT-MIX,كيلو,بنانة,1,20,20
2944,16,PT-111111,كيلو,علاقي هوك,1,20,20
2945,14,PT-111111,كيلو,بنانة,1,20,20
2946,16,PT-111111,كيلو,بنانة,1,20,20
2947,20,PT-111111,كيلو,بنانة,1,20,20
2948,18,PT-120074,كيلو,علاقي هوك,1,20,20
2949,12,PT-CLEAR,كيلو,بنانة,1,20,20
2950,34,PT-CLEAR,كيلو,بدون,1,20,20
2951,16,PT-111111,كيلو,بنانة,1,20,20
2952,20,PT-111111,كيلو,بنانة,1,20,20
2953,بدون طباعة,PT-120074,باكت,بدون,1,20,20
2954,بدون طباعة,PT-120074,رول,بدون,1,20,20
2955,بدون طباعة,PT-111111,باكت,بدون,1,20,20
2956,بدون طباعة,PT-111111,رول,بدون,0.5,20,10
2957,14,PT-CLEAR,كيلو,علاقي هوك,1,20,20
2958,16,PT-CLEAR,كيلو,علاقي هوك,1,20,20
2959,16,PT-CLEAR,كيلو,بنانة,1,20,20
2960,24,PT-111111,كيلو,بنانة,1,20,20
2961,32,PT-111111,كيلو,بنانة,1,20,20
2962,18,PT-111111,كيلو,علاقي هوك,1,20,20
2963,24,PT-111111,كيلو,علاقي هوك,1,20,20
2964,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2965,30,PT-CLEAR,كيلو,بنانة,1,20,20
2966,18,PT-CLEAR,كيلو,بنانة,1,20,20
2967,20,PT-111111,كيلو,علاقي هوك,1,20,20
2968,14,PT-MIX,كيلو,بنانة,1,20,20
2969,بدون طباعة,PT-CLEAR,باكت,بدون,0.9,20,18
2970,18,PT-CLEAR,كيلو,بنانة,1,20,20
2971,24,PT-111111,كيلو,علاقي هوك,1,20,20
2972,32,PT-111111,كيلو,علاقي هوك,1,20,20
2973,12,PT-CLEAR,كيلو,بدون,1,20,20
2974,12,PT-CLEAR,كيلو,بدون,1,20,20
2975,20,PT-101008,كيلو,بنانة,1,20,20
2976,24,PT-101008,كيلو,بنانة,1,20,20
2977,18,PT-150245,كيلو,علاقي,1,20,20
2978,24,PT-150245,كيلو,علاقي,1,20,20
2979,32,PT-150245,كيلو,علاقي,1,20,20
2980,20,PT-111111,كيلو,بنانة,1,20,20
2981,26,PT-111111,كيلو,بنانة,1,20,20
2982,22,PT-CLEAR,كيلو,بنانة,1,20,20
2983,32,PT-CLEAR,كيلو,بدون,1,20,20
2984,20,PT-130231,باكت,بدون,3.5,3,10.5
2985,18,PT-111111,كيلو,علاقي هوك,1,20,20
2986,10,PT-111111,كيلو,بنانة,1,20,20
2987,16,PT-111111,كيلو,بنانة,1,20,20
2988,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
2989,بدون طباعة,PT-120074,رول,بدون,1,20,20
2990,18,PT-111111,كيلو,علاقي هوك,1,20,20
2991,24,PT-111111,كيلو,علاقي هوك,1,20,20
2992,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2993,14,PT-CLEAR,كيلو,بدون,1,20,20
2994,16,PT-CLEAR,كيلو,بدون,1,20,20
2995,22,PT-CLEAR,كيلو,بدون,1,20,20
2996,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2997,14,PT-111111,كيلو,بنانة,1,20,20
2998,12,PT-CLEAR,كيلو,بنانة,1,20,20
2999,18,PT-CLEAR,كيلو,بنانة,1,20,20
3000,18,PT-CLEAR,كيلو,بنانة,1,20,20
3001,18,PT-111111,كيلو,بنانة,1,20,20
3002,16,PT-111111,كيلو,علاقي,1,20,20
3003,22,PT-111111,كيلو,علاقي,1,20,20
3004,34,PT-111111,كيلو,علاقي,1,20,20
3005,14,PT-120074,كيلو,بنانة,1,20,20
3006,12,PT-120074,كيلو,بنانة,1,20,20
3007,18,PT-120074,كيلو,بنانة,1,20,20
3008,20,PT-MIX,كيلو,بنانة,1,20,20
3009,18,PT-150086,كيلو,بنانة,1,20,20
3010,18,PT-120074,كيلو,بنانة,1,20,20
3011,16,PT-CLEAR,كيلو,بنانة,1,20,20
3012,16,PT-CLEAR,كيلو,بنانة,1,20,20
3013,بدون طباعة,PT-CLEAR,رول,بدون,0.8,20,16
3014,12,PT-120074,كيلو,بدون,1,20,20
3015,بدون طباعة,PT-120074,كيلو,بدون,20,1,20
3016,بدون طباعة,PT-111111,كيلو,بدون,20,1,20
3017,24,PT-111111,كيلو,علاقي هوك,1,20,20
3018,22,PT-111111,كيلو,علاقي,1,20,20
3019,18,PT-111111,كيلو,علاقي هوك,1,20,20
3020,22,PT-111111,كيلو,علاقي هوك,1,20,20
3021,بدون طباعة,PT-CLEAR,كيلو,بدون,0.9,20,18
3022,بدون طباعة,PT-CLEAR,كيلو,بدون,0.9,20,18
3023,بدون طباعة,PT-CLEAR,كيلو,بدون,0.9,20,18
3024,بدون طباعة,PT-CLEAR,كيلو,بدون,0.9,20,18
3025,بدون طباعة,PT-CLEAR,كيلو,بدون,0.9,20,18
3026,بدون طباعة,PT-CLEAR,كيلو,بدون,0.9,20,18
3027,بدون طباعة,PT-CLEAR,كيلو,بدون,0.9,20,18
3028,بدون طباعة,PT-CLEAR,كيلو,بدون,0.9,20,18
3029,بدون طباعة,PT-111111,باكت,بدون,0.9,20,18
3030,بدون طباعة,PT-111111,كور,بدون,1.8,10,18
3031,بدون طباعة,PT-111111,رول,بدون,0.8,20,16
3032,بدون طباعة,PT-111111,رول,بدون,1.8,10,18
3033,20,PT-MIX,كيلو,بنانة,1,20,20
3034,18,PT-130231,كيلو,بنانة,1,20,20
3035,22,PT-130231,كيلو,بنانة,1,20,20
3036,16,PT-CLEAR,كيلو,بنانة,1,20,20
3037,26,PT-111111,كيلو,علاقي هوك,1,20,20
3038,32,PT-111111,كيلو,علاقي هوك,1,20,20
3039,بدون طباعة,PT-CLEAR,كيلو,بنانة,1,20,20
3040,بدون طباعة,PT-CLEAR,كيلو,بنانة,1,20,20
3041,بدون طباعة,PT-CLEAR,كيلو,بنانة,1,20,20
3042,18,PT-111111,كيلو,بنانة,1,20,20
3043,بدون طباعة,PT-CLEAR,كيلو,بنانة,1,20,20
3044,بدون طباعة,PT-140114,كيلو,بدون,1,20,20
3045,12,PT-111111,كيلو,بنانة,1,20,20
3046,16,PT-111111,كيلو,بنانة,1,20,20
3047,20,PT-CLEAR,كيلو,بنانة,1,20,20
3048,24,PT-111111,كيلو,علاقي,1,20,20
3049,18,PT-CLEAR,كيلو,بدون,1,20,20
3050,20,PT-CLEAR,كيلو,بدون,1,20,20
3051,36,PT-CLEAR,كيلو,بدون,1,20,20
3052,12,PT-111111,كيلو,بنانة,1,20,20
3053,14,PT-111111,كيلو,علاقي هوك,1,20,20
3054,20,PT-111111,كيلو,علاقي هوك,1,20,20
3055,20,PT-111111,باكت,بدون,1,20,20
3056,14,PT-102004,كيلو,بنانة,1,20,20
3057,16,PT-000000,كيلو,بنانة,1,20,20
3058,20,PT-000000,كيلو,بنانة,1,20,20
3059,22,PT-CLEAR,كيلو,بنانة,1,20,20
3060,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3061,14,PT-111111,كيلو,بنانة,1,20,20
3062,بدون طباعة,PT-000000,باكت,بدون,2.8,5,14
3063,بدون طباعة,PT-CLEAR,رول,بدون,0.8,20,16
3064,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3065,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3066,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3067,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3068,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3069,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3070,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3071,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3072,بدون طباعة,PT-180363,باكت,بدون,2,10,20
3073,14,PT-CLEAR,كيلو,بنانة,1,20,20
3074,16,PT-CLEAR,كيلو,بنانة,1,20,20
3075,28,PT-111111,كيلو,علاقي,1,20,20
3076,16,PT-111111,كيلو,علاقي هوك,1,20,20
3077,36,PT-000000,كيلو,بنانة,1,20,20
3078,39,PT-000000,كيلو,بنانة,1,20,20
3079,24,PT-130231,باكت,بدون,2,10,20
3080,36,PT-130231,باكت,بدون,3,5,15
3081,39,PT-130231,باكت,بدون,4,5,20
3082,16,PT-CLEAR,كيلو,بنانة,1,20,20
3083,20,PT-CLEAR,كيلو,بنانة,1,20,20
3084,16,PT-CLEAR,كيلو,بنانة,1,20,20
3085,18,PT-CLEAR,كيلو,بنانة,1,20,20
3086,10,PT-111111,كيلو,بنانة,1,20,20
3087,18,PT-111111,كيلو,بنانة,1,20,20
3088,16,PT-111111,كيلو,بنانة,1,20,20
3089,20,PT-111111,كيلو,بنانة,1,20,20
3090,16,PT-111111,كيلو,علاقي هوك,1,20,20
3091,18,PT-111111,كيلو,علاقي هوك,1,20,20
3092,20,PT-111111,كيلو,علاقي هوك,1,20,20
3093,24,PT-111111,كيلو,علاقي هوك,1,20,20
3094,18,PT-CLEAR,كيلو,بدون,1,20,20
3095,16,PT-CLEAR,كيلو,بدون,1,20,20
3096,18,PT-111111,كيلو,علاقي هوك,1,20,20
3097,24,PT-111111,كيلو,علاقي هوك,1,20,20
3098,18,PT-111111,كيلو,علاقي هوك,1,20,20
3099,22,PT-111111,كيلو,علاقي,1,20,20
3100,16,PT-111111,كيلو,بدون,1,20,20
3101,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
3102,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3103,بدون طباعة,PT-CLEAR,رول,بدون,0.8,20,16
3104,بدون طباعة,PT-CLEAR,رول,بدون,1.8,10,18
3105,22,PT-130232-A,كيلو,علاقي هوك,1,20,20
3106,18,PT-111111,كيلو,علاقي هوك,1,20,20
3107,16,PT-CLEAR,كيلو,بنانة,1,20,20
3108,20,PT-CLEAR,كيلو,بنانة,1,20,20
3109,18,PT-111111,كيلو,بنانة,1,20,20
3110,28,PT-111111,كيلو,بنانة,1,20,20
3111,16,PT-000000,كيلو,بنانة,1,20,20
3112,20,PT-000000,كيلو,بنانة,1,20,20
3113,20,PT-111111,كيلو,علاقي هوك,1,20,20
3114,24,PT-111111,كيلو,علاقي هوك,1,20,20
3115,20,PT-CLEAR,كيلو,بنانة,1,20,20
3116,14,PT-111111,كيلو,بنانة,1,20,20
3117,16,PT-MIX,كيلو,علاقي هوك,1,20,20
3118,20,PT-MIX,كيلو,علاقي هوك,1,20,20
3119,24,PT-MIX,كيلو,علاقي هوك,1,20,20
3120,16,PT-120074,كيلو,بنانة,1,20,20
3121,20,PT-120074,كيلو,بنانة,1,20,20
3122,22,PT-111111,كيلو,علاقي هوك,1,20,20
3123,24,PT-111111,كيلو,علاقي هوك,1,20,20
3124,24,PT-CLEAR,كيلو,بدون,1,20,20
3125,20,PT-CLEAR,كيلو,بنانة,1,20,20
3126,بدون طباعة,PT-140079,رول,بدون,25,1,25
3127,20,PT-CLEAR,كيلو,بنانة,1,20,20
3128,20,PT-CLEAR,كيلو,بنانة,1,20,20
3129,14,PT-CLEAR,كيلو,بدون,1,20,20
3130,20,PT-111111,كيلو,بنانة,1,20,20
3131,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3132,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3133,16,PT-111111,كيلو,علاقي هوك,1,20,20
3134,22,PT-111111,كيلو,علاقي هوك,1,20,20
3135,14,PT-111111,كيلو,علاقي هوك,1,20,20
3136,18,PT-111111,كيلو,علاقي هوك,1,20,20
3137,20,PT-111111,كيلو,بنانة,1,20,20
3138,16,PT-111111,كيلو,بنانة,1,20,20
3139,20,PT-111111,كيلو,بنانة,1,20,20
3140,22,PT-111111,كيلو,بنانة,1,20,20
3141,22,PT-111111,كيلو,علاقي هوك,1,20,20
3142,16,PT-CLEAR,كيلو,بنانة,1,20,20
3143,16,PT-111111,كيلو,علاقي هوك,1,20,20
3144,18,PT-000000,كيلو,بنانة,1,20,20
3145,22,PT-000000,كيلو,بنانة,1,20,20
3146,18,PT-CLEAR,كيلو,علاقي هوك,1,20,20
3147,26,PT-120074,كيلو,علاقي هوك,1,20,20
3148,16,PT-CLEAR,كيلو,علاقي هوك,1,20,20
3149,20,PT-CLEAR,كيلو,علاقي هوك,1,20,20
3150,18,PT-111111,كيلو,علاقي هوك,1,20,20
3151,20,PT-111111,كيلو,علاقي هوك,1,20,20
3152,24,PT-111111,كيلو,علاقي هوك,1,20,20
3153,20,PT-111111,كيلو,علاقي هوك,1,20,20
3154,26,PT-111111,كيلو,علاقي هوك,1,20,20
3155,14,PT-CLEAR,كرتون,بدون,5,5,25
3156,16,PT-CLEAR,كرتون,بدون,5,5,25
3157,18,PT-CLEAR,كرتون,بدون,5,5,25
3158,18,PT-111111,كيلو,بنانة,1,20,20
3159,12,PT-111111,كيلو,بنانة,1,20,20
3160,20,PT-130232-A,كيلو,علاقي هوك,1,20,20
3161,16,PT-111111,كيلو,بنانة,1,20,20
3162,20,PT-111111,كيلو,علاقي هوك,1,20,20
3163,32,PT-111111,كيلو,علاقي,1,20,20
3164,20,PT-111111,كيلو,علاقي هوك,1,20,20
3165,32,PT-111111,كيلو,علاقي,1,20,20
3166,20,PT-111111,كيلو,علاقي هوك,1,20,20
3167,16,PT-111111,كيلو,علاقي هوك,1,20,20
3168,20,PT-111111,كيلو,علاقي هوك,1,20,20
3169,18,PT-111111,كيلو,بنانة,1,20,20
3170,14,PT-111111,كيلو,علاقي هوك,1,20,20
3171,24,PT-111111,كيلو,علاقي هوك,1,20,20
3172,30,PT-111111,كيلو,علاقي هوك,1,20,20
3173,14,PT-111111,كيلو,بنانة,1,20,20
3174,16,PT-111111,كيلو,بنانة,1,20,20
3175,20,PT-111111,كيلو,بنانة,1,20,20
3176,24,PT-CLEAR,كيلو,علاقي,1,20,20
3177,32,PT-CLEAR,كيلو,علاقي,1,20,20
3178,30,PT-111111,كيلو,بدون,1,20,20
3179,30,PT-130231,كيلو,بدون,1,20,20
3180,16,PT-111111,كيلو,علاقي هوك,1,20,20
3181,18,PT-111111,كيلو,علاقي هوك,1,20,20
3182,20,PT-111111,كيلو,علاقي هوك,1,20,20
3183,22,PT-111111,كيلو,علاقي هوك,1,20,20
3184,16,PT-CLEAR,كرتون,بدون,1,20,20
3185,16,PT-111111,كيلو,بنانة,1,20,20
3186,20,PT-111111,باكت,بدون,1,20,20
3187,20,PT-111111,كيلو,بنانة,1,20,20
3188,18,PT-111111,كيلو,بنانة,1,20,20
3189,18,PT-111111,كيلو,بنانة,1,20,20
3190,18,PT-111111,كيلو,بدون,1,20,20
3191,24,PT-111111,كيلو,بدون,1,20,20
3192,32,PT-111111,كيلو,بدون,1,20,20
3193,16,PT-111111,كيلو,بنانة,1,20,20
3194,24,PT-111111,كيلو,علاقي هوك,1,20,20
3195,16,PT-111111,كيلو,بدون,1,20,20
3196,24,PT-111111,كيلو,علاقي,1,20,20
