id,printing_cylinder,master_batch_id,cutting_unit,punching,unit_weight_kg,unit_quantity,package_weight_kg
2314,14,PT-CLEAR,كيلو,بدون,1,20,20
2315,16,PT-CLEAR,كيلو,بدون,1,20,20
2316,18,PT-CLEAR,كيلو,بدون,1,20,20
2317,20,PT-CLEAR,كيلو,بنانة,1,20,20
2318,22,PT-CLEAR,كيلو,بنانة,1,20,20
2319,16,PT-111111,كيلو,بنانة,1,20,20
2320,20,PT-111111,كيلو,بنانة,1,20,20
2321,26,PT-111111,كيلو,بنانة,1,20,20
2322,20,PT-CLEAR,كيلو,بنانة,1,20,20
2323,14,PT-CLEAR,كيلو,بنانة,1,20,20
2324,16,PT-CLEAR,كيلو,بدون,1,20,20
2325,16,PT-111111,كيلو,بدون,1,20,20
2326,16,PT-CLEAR,كيلو,علاقي هوك,1,20,20
2327,20,PT-CLEAR,كيلو,علاقي هوك,1,20,20
2328,24,PT-CLEAR,كيلو,علاقي هوك,1,20,20
2329,14,PT-111111,كيلو,بنانة,1,20,20
2330,20,PT-MIX,كيلو,بنانة,1,20,20
2331,28,PT-111111,كيلو,بنانة,1,20,20
2332,18,PT-111111,كيلو,بدون,1,20,20
2333,22,PT-111111,كيلو,علاقي,1,20,20
2334,26,PT-111111,كيلو,علاقي,1,20,20
2335,18,PT-150086,كيلو,بدون,1,20,20
2336,24,PT-150086,كيلو,بدون,1,20,20
2337,32,PT-150086,كيلو,بدون,1,20,20
2338,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2339,20,PT-CLEAR,كيلو,بنانة,1,20,20
2340,18,PT-111111,كيلو,علاقي هوك,1,20,20
2341,بدون طباعة,PT-111111,باكت,بدون,0.7,20,14
2342,16,PT-111111,كيلو,علاقي هوك,1,20,20
2343,20,PT-120074,كيلو,علاقي هوك,1,20,20
2344,22,PT-111111,كيلو,علاقي هوك,1,20,20
2345,بدون طباعة,PT-120074,رول,بدون,1,20,20
2346,39,PT-130232-A,كيلو,بنانة,1,20,20
2347,بدون طباعة,PT-CLEAR,رول,بدون,0.8,20,16
2348,بدون طباعة,PT-CLEAR,رول,بدون,0.8,20,16
2349,16,PT-111111,كيلو,بنانة,1,20,20
2350,20,PT-111111,كرتون,بدون,10,1,10
2351,18,PT-111111,كيلو,علاقي هوك,1,20,20
2352,بدون طباعة,PT-120074,رول,بدون,0.8,20,16
2353,16,PT-111111,كيلو,علاقي هوك,1,20,20
2354,18,PT-111111,كيلو,علاقي هوك,1,20,20
2355,20,PT-111111,كيلو,علاقي هوك,1,20,20
2356,12,PT-111111,كيلو,بدون,1,20,20
2357,39,PT-120074,كيلو,بنانة,1,20,20
2358,16,PT-111111,كيلو,بدون,1,20,20
2359,22,PT-111111,كيلو,بدون,1,20,20
2360,18,PT-111111,كيلو,علاقي هوك,1,20,20
2361,20,PT-111111,كيلو,علاقي هوك,1,20,20
2362,24,PT-111111,كيلو,علاقي هوك,1,20,20
2363,16,PT-111111,كيلو,علاقي هوك,1,20,20
2364,18,PT-111111,كيلو,علاقي هوك,1,20,20
2365,24,PT-111111,كيلو,علاقي هوك,1,20,20
2366,16,PT-111111,كيلو,علاقي هوك,1,20,20
2367,20,PT-111111,كيلو,علاقي هوك,1,20,20
2368,30,PT-111111,كيلو,علاقي هوك,1,20,20
2369,14,PT-111111,كيلو,بنانة,1,20,20
2370,20,PT-111111,كيلو,بنانة,1,20,20
2371,24,PT-MIX,كيلو,بنانة,1,20,20
2372,28,PT-120074,كيلو,بنانة,1,20,20
2373,39,PT-CLEAR,كيلو,بنانة,1,20,20
2374,بدون طباعة,PT-CLEAR,باكت,بدون,1,20,20
2375,20,PT-111111,كيلو,علاقي,1,20,20
2376,24,PT-111111,كيلو,علاقي,1,20,20
2377,14,PT-CLEAR,كيلو,بدون,1,20,20
2378,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
2379,20,PT-CLEAR,كيلو,بنانة,1,20,20
2380,22,PT-CLEAR,كيلو,بنانة,1,20,20
2381,20,PT-CLEAR,كيلو,بنانة,1,20,20
2382,24,PT-111111,كيلو,بنانة,1,20,20
2383,16,PT-111111,كيلو,بنانة,1,20,20
2384,22,PT-111111,كيلو,علاقي,1,20,20
2385,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2386,20,PT-180363,كيلو,بنانة,1,20,20
2387,18,PT-120074,كيلو,بنانة,1,20,20
2388,20,PT-120074,كيلو,بنانة,1,20,20
2389,24,PT-120074,كيلو,بنانة,1,20,20
2390,24,PT-111111,كيلو,علاقي هوك,1,20,20
2391,20,PT-111111,كيلو,علاقي هوك,1,20,20
2392,18,PT-111111,كيلو,بنانة,1,20,20
2393,24,PT-111111,كيلو,بنانة,1,20,20
2394,24,PT-120074,كيلو,علاقي,1,20,20
2395,14,PT-130231,كيلو,بنانة,1,20,20
2396,26,PT-111111,كيلو,علاقي,1,20,20
2397,39,PT-111111,كيلو,علاقي,1,20,20
2398,24,PT-111111,كيلو,علاقي,1,20,20
2399,22,PT-140080,كيلو,بنانة,1,20,20
2400,24,PT-MIX,كيلو,بنانة,1,20,20
2401,16,PT-MIX,كيلو,بنانة,1,20,20
2402,بدون طباعة,PT-CLEAR,باكت,بدون,1,20,20
2403,بدون طباعة,PT-CLEAR,باكت,بدون,1,20,20
2404,بدون طباعة,PT-CLEAR,باكت,بدون,1,20,20
2405,20,PT-CLEAR,كيلو,بنانة,1,20,20
2406,22,PT-CLEAR,كيلو,بنانة,1,20,20
2407,16,PT-111111,كيلو,علاقي هوك,1,20,20
2408,18,PT-111111,كيلو,علاقي هوك,1,20,20
2409,20,PT-111111,كيلو,علاقي هوك,1,20,20
2410,24,PT-120074,كيلو,علاقي هوك,1,20,20
2411,24,PT-180370,كيلو,بنانة,1,20,20
2412,بدون طباعة,PT-CLEAR,كرتون,بدون,4,1,4
2413,39,PT-111111,رول,بدون,10,1,10
2414,32,PT-120074,كيلو,علاقي هوك,1,20,20
2415,39,PT-120074,كيلو,علاقي هوك,1,20,20
2416,14,PT-111111,كيلو,بنانة,1,20,20
2417,18,PT-111111,كيلو,بنانة,1,20,20
2418,22,PT-111111,كيلو,بنانة,1,20,20
2419,20,PT-CLEAR,كيلو,بنانة,1,20,20
2420,24,PT-111111,كيلو,بدون,1,20,20
2421,16,PT-111111,كيلو,بنانة,1,20,20
2422,18,PT-111111,كيلو,بنانة,1,20,20
2423,24,PT-111111,كيلو,بنانة,1,20,20
2424,20,PT-CLEAR,كيلو,بنانة,1,20,20
2425,22,PT-CLEAR,كيلو,بنانة,1,20,20
2426,16,PT-CLEAR,كيلو,بنانة,1,20,20
2427,18,PT-CLEAR,كيلو,بدون,1,20,20
2428,12,PT-CLEAR,كيلو,بنانة,1,20,20
2429,12,PT-CLEAR,كيلو,بنانة,1,20,20
2430,14,PT-111111,كيلو,بنانة,1,20,20
2431,18,PT-111111,كيلو,بنانة,1,20,20
2432,16,PT-111111,كيلو,علاقي هوك,1,20,20
2433,18,PT-111111,كيلو,علاقي هوك,1,20,20
2434,24,PT-111111,كيلو,علاقي هوك,1,20,20
2435,18,PT-111111,كيلو,بنانة,1,20,20
2436,20,PT-111111,كيلو,بنانة,1,20,20
2437,24,PT-111111,كيلو,بنانة,1,20,20
2438,16,PT-111111,كيلو,علاقي هوك,1,20,20
2439,20,PT-111111,كيلو,علاقي هوك,1,20,20
2440,28,PT-111111,كيلو,علاقي,1,20,20
2441,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2442,22,PT-111111,كيلو,علاقي هوك,1,20,20
2443,20,PT-111111,كيلو,علاقي هوك,1,20,20
2444,28,PT-111111,كيلو,علاقي هوك,1,20,20
2445,34,PT-111111,كيلو,علاقي هوك,1,20,20
2446,12,PT-CLEAR,كيلو,بدون,1,20,20
2447,20,PT-CLEAR,كيلو,بنانة,1,20,20
2448,22,PT-CLEAR,كيلو,بنانة,1,20,20
2449,22,PT-111111,كيلو,بنانة,1,20,20
2450,26,PT-111111,كيلو,بنانة,1,20,20
2451,20,PT-111111,كيلو,علاقي,1,20,20
2452,20,PT-CLEAR,كيلو,بنانة,1,20,20
2453,24,PT-CLEAR,كيلو,بنانة,1,20,20
2454,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2455,بدون طباعة,PT-140340,كيلو,علاقي,1,20,20
2456,بدون طباعة,PT-000000,باكت,بدون,1,20,20
2457,20,PT-102004,كيلو,بنانة,1,20,20
2458,16,PT-120074,كيلو,بنانة,1,20,20
2459,20,PT-120074,كيلو,بنانة,1,20,20
2460,14,PT-CLEAR,كيلو,بنانة,1,20,20
2461,20,PT-111111,كيلو,بنانة,1,20,20
2462,20,PT-111111,كرتون,بدون,3,1,3
2463,20,PT-111111,رول,بدون,2.5,1,2.5
2464,12,PT-111111,كيلو,بنانة,1,20,20
2465,16,PT-111111,كيلو,بنانة,1,20,20
2466,20,PT-111111,كيلو,علاقي,1,20,20
2467,24,PT-111111,كيلو,علاقي,1,20,20
2468,32,PT-111111,كيلو,علاقي,1,20,20
2469,18,PT-120074,كيلو,علاقي هوك,1,20,20
2470,16,PT-111111,كيلو,علاقي هوك,1,20,20
2471,18,PT-111111,كيلو,علاقي هوك,1,20,20
2472,20,PT-111111,كيلو,علاقي هوك,1,20,20
2473,24,PT-111111,كيلو,علاقي هوك,1,20,20
2474,16,PT-111111,كيلو,علاقي هوك,1,20,20
2475,18,PT-150245,كيلو,علاقي,1,20,20
2476,24,PT-150245,كيلو,علاقي,1,20,20
2477,32,PT-150245,كيلو,علاقي,1,20,20
2478,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2479,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2480,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2481,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2482,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2483,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2484,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2485,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2486,24,PT-111111,كيلو,علاقي هوك,1,20,20
2487,16,PT-140079,كيلو,بنانة,1,20,20
2488,18,PT-111111,كيلو,علاقي,1,20,20
2489,20,PT-111111,كيلو,علاقي,1,20,20
2490,24,PT-111111,كيلو,علاقي,1,20,20
2491,32,PT-111111,كيلو,علاقي,1,20,20
2492,20,PT-111111,كيلو,علاقي هوك,1,20,20
2493,16,PT-111111,كيلو,بنانة,1,20,20
2494,20,PT-111111,كيلو,بدون,1,20,20
2495,24,PT-111111,كيلو,بدون,1,20,20
2496,28,PT-111111,كيلو,بدون,1,20,20
2497,32,PT-111111,كيلو,بدون,1,20,20
2498,بدون طباعة,PT-CLEAR,باكت,بدون,1.5,10,15
2499,16,PT-111111,كيلو,علاقي هوك,1,20,20
2500,39,PT-111111,كيلو,علاقي,1,20,20
2501,20,PT-111111,كيلو,علاقي,1,20,20
2502,24,PT-111111,كيلو,علاقي,1,20,20
2503,26,PT-111111,كيلو,علاقي,1,20,20
2504,بدون طباعة,PT-111111,رول,بدون,1,20,20
2505,18,PT-111111,كيلو,علاقي هوك,1,20,20
2506,20,PT-111111,كيلو,علاقي هوك,1,20,20
2507,12,PT-111111,كيلو,بنانة,1,20,20
2508,بدون طباعة,PT-140340,كرتون,بدون,2.5,1,2.5
2509,30,PT-111111,كيلو,بدون,1,20,20
2510,بدون طباعة,PT-111111,باكت,بدون,2,1,2
2511,14,PT-111111,كيلو,بنانة,1,20,20
2512,18,PT-111111,كيلو,بنانة,1,20,20
2513,22,PT-111111,كيلو,بنانة,1,20,20
2514,32,PT-111111,كيلو,بنانة,1,20,20
2515,20,PT-150086,كيلو,بنانة,1,20,20
2516,20,PT-120074,كيلو,بنانة,1,20,20
2517,24,PT-120074,كيلو,بنانة,1,20,20
2518,بدون طباعة,PT-000000,باكت,بدون,1,20,20
2519,بدون طباعة,PT-120074,رول,بدون,1.8,10,18
2520,24,PT-CLEAR,كيلو,بنانة,1,20,20
2521,14,PT-111111,كيلو,علاقي هوك,1,20,20
2522,18,PT-111111,كيلو,علاقي هوك,1,20,20
2523,24,PT-111111,كيلو,علاقي,1,20,20
2524,16,PT-CLEAR,كيلو,بنانة,1,20,20
2525,20,PT-111111,كيلو,بنانة,1,20,20
2526,20,PT-CLEAR,كيلو,بدون,1,20,20
2527,20,PT-111111,كيلو,علاقي هوك,1,20,20
2528,16,PT-MIX,كيلو,علاقي,1,20,20
2529,20,PT-MIX,كيلو,علاقي,1,20,20
2530,24,PT-MIX,كيلو,علاقي,1,20,20
2531,16,PT-CLEAR,كيلو,بنانة,1,20,20
2532,38,PT-CLEAR,كيلو,بنانة,1,20,20
2533,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2534,34,PT-130231,كيلو,علاقي,1,20,20
2535,20,PT-111111,كيلو,بنانة,1,20,20
2536,12,PT-CLEAR,كيلو,بنانة,1,20,20
2537,18,PT-CLEAR,كيلو,بنانة,1,20,20
2538,16,PT-111111,كيلو,بنانة,1,20,20
2539,20,PT-111111,كيلو,بنانة,1,20,20
2540,24,PT-111111,كيلو,بنانة,1,20,20
2541,28,PT-111111,كيلو,بنانة,1,20,20
2542,10,PT-CLEAR,كيلو,بدون,1,20,20
2543,12,PT-111111,كيلو,بنانة,1,20,20
2544,14,PT-111111,كيلو,بنانة,1,20,20
2545,16,PT-CLEAR,كيلو,بنانة,1,20,20
2546,بدون طباعة,PT-000000,باكت,بدون,1.4,10,14
2547,بدون طباعة,PT-120074,كيلو,بنانة,1,20,20
2548,24,PT-111111,كيلو,علاقي هوك,1,20,20
2549,24,PT-140079,كيلو,بنانة,1,20,20
2550,32,PT-140079,كيلو,بدون,1,20,20
2551,16,PT-111111,كيلو,علاقي هوك,1,20,20
2552,20,PT-111111,كيلو,علاقي هوك,1,20,20
2553,24,PT-111111,كيلو,علاقي هوك,1,20,20
2554,24,PT-CLEAR,كيلو,بدون,1,20,20
2555,20,PT-111111,كيلو,علاقي هوك,1,20,20
2556,بدون طباعة,PT-CLEAR,باكت,بدون,1,20,20
2557,16,PT-111111,كيلو,علاقي هوك,1,20,20
2558,18,PT-111111,كيلو,علاقي هوك,1,20,20
2559,20,PT-111111,كيلو,علاقي هوك,1,20,20
2560,24,PT-111111,كيلو,علاقي هوك,1,20,20
2561,24,PT-000000,كيلو,بنانة,1,20,20
2562,14,PT-111111,كيلو,بنانة,1,20,20
2563,22,PT-CLEAR,كيلو,بنانة,1,20,20
2564,28,PT-CLEAR,كيلو,بدون,1,20,20
2565,14,PT-111111,كيلو,بدون,1,20,20
2566,14,PT-111111,كيلو,بدون,1,20,20
2567,14,PT-111111,كيلو,بدون,1,20,20
2568,14,PT-111111,كيلو,بدون,1,20,20
2569,18,PT-111111,كيلو,علاقي هوك,1,20,20
2570,22,PT-111111,كيلو,علاقي هوك,1,20,20
2571,26,PT-111111,كيلو,علاقي هوك,1,20,20
2572,18,PT-CLEAR,كيلو,علاقي هوك,1,20,20
2573,22,PT-130232-A,كيلو,علاقي هوك,1,20,20
2574,28,PT-130232-A,كيلو,علاقي هوك,1,20,20
2575,بدون طباعة,PT-130232-A,رول,بدون,1,20,20
2576,12,PT-000000,كيلو,بنانة,1,20,20
2577,16,PT-000000,كيلو,بنانة,1,20,20
2578,18,PT-000000,كيلو,بنانة,1,20,20
2579,18,PT-111111,كيلو,بنانة,1,20,20
2580,22,PT-CLEAR,كيلو,بنانة,1,20,20
2581,بدون طباعة,PT-111111,كيلو,علاقي,1,20,20
2582,بدون طباعة,PT-111111,كيلو,علاقي,1,20,20
2583,بدون طباعة,PT-111111,كيلو,علاقي,1,20,20
2584,20,PT-111111,رول,بدون,0.4,20,8
2585,بدون طباعة,PT-000000,باكت,بدون,0.65,20,13
2586,بدون طباعة,PT-000000,باكت,بدون,0.8,20,16
2587,بدون طباعة,PT-CLEAR,باكت,بدون,0.9,20,18
2588,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2589,18,PT-111111,كيلو,علاقي هوك,1,20,20
2590,22,PT-111111,كيلو,علاقي هوك,1,20,20
2591,بدون طباعة,PT-MIX,رول,بدون,0.5,20,10
2592,22,PT-MIX,باكت,بدون,1,20,20
2593,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2594,18,PT-111111,كيلو,علاقي هوك,1,20,20
2595,24,PT-111111,كيلو,علاقي,1,20,20
2596,26,PT-111111,كيلو,علاقي هوك,1,20,20
2597,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2598,16,PT-111111,كيلو,علاقي هوك,1,20,20
2599,20,PT-111111,كيلو,علاقي هوك,1,20,20
2600,22,PT-111111,كيلو,علاقي هوك,1,20,20
2601,16,PT-150086,كيلو,بنانة,1,20,20
2602,20,PT-150086,كيلو,بنانة,1,20,20
2603,20,PT-111111,كيلو,علاقي هوك,1,20,20
2604,24,PT-111111,كيلو,علاقي هوك,1,20,20
2605,20,PT-111111,باكت,بدون,1,20,20
2606,18,PT-111111,كيلو,بنانة,1,20,20
2607,18,PT-120074,كيلو,علاقي هوك,1,20,20
2608,22,PT-120074,كيلو,علاقي هوك,1,20,20
2609,24,PT-120074,كيلو,علاقي هوك,1,20,20
2610,16,PT-CLEAR,كيلو,بنانة,1,20,20
2611,22,PT-CLEAR,كيلو,بنانة,1,20,20
2612,20,PT-CLEAR,كيلو,بنانة,1,20,20
2613,24,PT-CLEAR,كيلو,بنانة,1,20,20
2614,24,PT-111111,كيلو,علاقي,1,20,20
2615,20,PT-000000,كيلو,بنانة,1,20,20
2616,24,PT-000000,كيلو,بنانة,1,20,20
2617,24,PT-130232-A,كيلو,علاقي هوك,1,20,20
2618,18,PT-111111,كيلو,بنانة,1,20,20
2619,18,PT-111111,كيلو,علاقي,1,20,20
2620,20,PT-111111,كيلو,علاقي,1,20,20
2621,24,PT-111111,كيلو,علاقي,1,20,20
2622,28,PT-111111,كيلو,علاقي,1,20,20
2623,18,PT-CLEAR,كيلو,بنانة,1,20,20
2624,18,PT-111111,كيلو,بنانة,1,20,20
2625,20,PT-111111,كيلو,بنانة,1,20,20
2626,22,PT-111111,كيلو,بنانة,1,20,20
2627,30,PT-111111,كيلو,علاقي,1,20,20
2628,20,PT-CLEAR,كيلو,بنانة,1,20,20
2629,30,PT-CLEAR,كيلو,بنانة,1,20,20
2630,بدون طباعة,PT-CLEAR,كور,بدون,0.5,20,10
2631,بدون طباعة,PT-111111,كور,بدون,1.8,10,18
2632,بدون طباعة,PT-111111,رول,بدون,1.8,10,18
2633,14,PT-111111,كيلو,بنانة,1,20,20
2634,16,PT-111111,كيلو,بنانة,1,20,20
2635,16,PT-111111,كيلو,علاقي هوك,1,20,20
2636,24,PT-111111,كيلو,علاقي هوك,1,20,20
2637,32,PT-111111,كيلو,علاقي هوك,1,20,20
2638,14,PT-120074,كيلو,علاقي هوك,1,20,20
2639,16,PT-120074,كيلو,علاقي هوك,1,20,20
2640,20,PT-120074,كيلو,علاقي هوك,1,20,20
2641,24,PT-120074,كيلو,علاقي هوك,1,20,20
2642,16,PT-111111,كيلو,علاقي,1,20,20
2643,18,PT-111111,كيلو,علاقي,1,20,20
2644,بدون طباعة,PT-CLEAR,باكت,بدون,1,20,20
2645,16,PT-120074,كيلو,بنانة,1,20,20
2646,20,PT-120074,كيلو,بنانة,1,20,20
2647,14,PT-CLEAR,كيلو,بنانة,1,20,20
2648,20,PT-CLEAR,كيلو,بنانة,1,20,20
2649,14,PT-CLEAR,كيلو,بنانة,1,20,20
2650,24,PT-CLEAR,كيلو,بنانة,1,20,20
2651,14,PT-CLEAR,كيلو,بنانة,1,20,20
2652,18,PT-CLEAR,كيلو,بنانة,1,20,20
2653,14,PT-CLEAR,كيلو,بدون,1,20,20
2654,بدون طباعة,PT-111111,رول,بدون,350,1,350
2655,12,PT-111111,كيلو,بنانة,1,20,20
2656,10,PT-111111,كيلو,بنانة,1,20,20
2657,18,PT-CLEAR,كيلو,علاقي هوك,1,20,20
2658,24,PT-CLEAR,كيلو,علاقي هوك,1,20,20
2659,بدون طباعة,PT-CLEAR,كيلو,بدون,0.9,20,18
2660,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2661,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2662,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
2663,بدون طباعة,PT-CLEAR,كور,بدون,3,5,15
2664,بدون طباعة,PT-111111,كور,بدون,1.8,10,18
2665,بدون طباعة,PT-CLEAR,باكت,بدون,1,20,20
2666,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
2667,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
2668,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
2669,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
2670,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
2671,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
2672,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
2673,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
2674,16,PT-000000,كيلو,بنانة,1,20,20
2675,16,PT-180361,كيلو,بنانة,1,20,20
2676,18,PT-180361,كيلو,بنانة,1,20,20
2677,32,PT-111111,كيلو,علاقي,1,20,20
2678,16,PT-130231,كيلو,علاقي هوك,1,20,20
2679,18,PT-130231,كيلو,علاقي هوك,1,20,20
2680,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2681,16,PT-CLEAR,كيلو,بدون,1,20,20
2682,26,PT-111111,كيلو,علاقي,1,20,20
2683,16,PT-111111,كيلو,علاقي,1,20,20
2684,24,PT-111111,كيلو,علاقي,1,20,20
2685,26,PT-111111,كيلو,علاقي,1,20,20
2686,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2687,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2688,18,PT-CLEAR,كيلو,بنانة,1,20,20
2689,20,PT-CLEAR,كيلو,بنانة,1,20,20
2690,24,PT-CLEAR,كيلو,بنانة,1,20,20
2691,18,PT-111111,كيلو,علاقي هوك,1,20,20
2692,24,PT-111111,كيلو,علاقي هوك,1,20,20
2693,28,PT-111111,كيلو,علاقي هوك,1,20,20
2694,10,PT-CLEAR,كيلو,بدون,1,20,20
2695,10,PT-CLEAR,كيلو,بدون,1,20,20
2696,بدون طباعة,PT-CLEAR,رول,بدون,0.5,20,10
2697,26,PT-CLEAR,كيلو,بدون,1,20,20
2698,16,PT-111111,كيلو,علاقي,1,20,20
2699,18,PT-111111,كيلو,علاقي,1,20,20
2700,20,PT-111111,كيلو,علاقي,1,20,20
2701,24,PT-111111,كيلو,علاقي,1,20,20
2702,14,PT-CLEAR,كيلو,بدون,1,20,20
2703,14,PT-CLEAR,كيلو,بدون,1,20,20
2704,10,PT-CLEAR,كيلو,بدون,1,20,20
2705,12,PT-CLEAR,كيلو,بدون,1,20,20
2706,18,PT-111111,كيلو,علاقي هوك,1,20,20
2707,24,PT-111111,كيلو,علاقي هوك,1,20,20
2708,16,PT-111111,كيلو,علاقي هوك,1,20,20
2709,18,PT-111111,كيلو,علاقي هوك,1,20,20
2710,20,PT-111111,كيلو,علاقي هوك,1,20,20
2711,24,PT-111111,كيلو,علاقي هوك,1,20,20
2712,24,PT-111111,كيلو,علاقي هوك,1,20,20
2713,16,PT-CLEAR,كيلو,بدون,1,20,20
2714,18,PT-111111,كيلو,بنانة,1,20,20
2715,18,PT-CLEAR,كيلو,بنانة,1,20,20
2716,بدون طباعة,PT-CLEAR,كيلو,بدون,0.9,20,18
2717,بدون طباعة,PT-CLEAR,كيلو,بدون,0.9,20,18
2718,بدون طباعة,PT-CLEAR,كيلو,بدون,0.9,20,18
2719,بدون طباعة,PT-CLEAR,كيلو,بدون,0.9,20,18
2720,بدون طباعة,PT-CLEAR,كيلو,بدون,0.9,20,18
2721,بدون طباعة,PT-CLEAR,كيلو,بدون,0.9,20,18
2722,بدون طباعة,PT-CLEAR,كيلو,بدون,0.9,20,18
2723,بدون طباعة,PT-CLEAR,كيلو,بدون,0.9,20,18
2724,بدون طباعة,PT-CLEAR,كرتون,بدون,4,1,4
2725,بدون طباعة,PT-CLEAR,كرتون,بدون,4,1,4
2726,بدون طباعة,PT-CLEAR,كرتون,بدون,4,1,4
2727,بدون طباعة,PT-CLEAR,كرتون,بدون,4,1,4
2728,بدون طباعة,PT-000000,رول,بدون,0.5,20,10
2729,34,PT-CLEAR,كيلو,بدون,1,20,20
2730,24,PT-111111,كيلو,علاقي,1,20,20
2731,32,PT-111111,كيلو,علاقي,1,20,20
2732,32,PT-111111,كيلو,علاقي,1,20,20
2733,16,PT-111111,كيلو,علاقي,1,20,20
2734,20,PT-111111,كيلو,علاقي,1,20,20
2735,24,PT-111111,كيلو,علاقي,1,20,20
2736,32,PT-111111,كيلو,علاقي,1,20,20
2737,22,PT-111111,كيلو,علاقي هوك,1,20,20
2738,24,PT-111111,كيلو,علاقي هوك,1,20,20
2739,32,PT-111111,كيلو,علاقي هوك,1,20,20
2740,16,PT-130231,كيلو,بنانة,1,20,20
2741,18,PT-111111,كيلو,بنانة,1,20,20
2742,18,PT-111111,كيلو,بنانة,1,20,20
2743,28,PT-130231,باكت,بدون,2,1,2
2744,39,PT-130231,باكت,بدون,2,1,2
2745,18,PT-120074,كيلو,علاقي هوك,1,20,20
2746,24,PT-120074,كيلو,علاقي هوك,1,20,20
2747,بدون طباعة,PT-120074,رول,بدون,1,20,20
2748,16,PT-120074,كيلو,علاقي هوك,1,20,20
2749,18,PT-111111,كيلو,علاقي هوك,1,20,20
2750,24,PT-111111,كيلو,علاقي هوك,1,20,20
2751,14,PT-111111,رول,بدون,1,20,20
2752,16,PT-111111,كيلو,علاقي,1,20,20
2753,22,PT-111111,كيلو,بدون,1,20,20
2754,24,PT-111111,كيلو,علاقي,1,20,20
2755,32,PT-111111,كيلو,علاقي,1,20,20
2756,18,PT-130231,كيلو,بنانة,1,20,20
2757,20,PT-111111,كيلو,علاقي هوك,1,20,20
2758,24,PT-111111,كيلو,بدون,1,20,20
2759,28,PT-111111,كيلو,علاقي هوك,1,20,20
2760,30,PT-MIX,كيلو,بدون,1,20,20
2761,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2762,14,PT-CLEAR,كيلو,بنانة,1,20,20
2763,بدون طباعة,PT-111111,رول,بدون,1,20,20
2764,20,PT-111111,كيلو,علاقي هوك,1,20,20
2765,24,PT-111111,كيلو,علاقي هوك,1,20,20
2766,28,PT-130232-A,كيلو,علاقي هوك,1,20,20
2767,بدون طباعة,PT-000000,باكت,بدون,2.6,5,13
2768,12,PT-CLEAR,كيلو,بدون,1,20,20
2769,14,PT-CLEAR,كيلو,بدون,1,20,20
2770,18,PT-CLEAR,كيلو,بدون,1,20,20
2771,14,PT-120074,كيلو,علاقي هوك,1,20,20
2772,بدون طباعة,PT-000000,رول,بدون,0.9,20,18
2773,18,PT-120074,كيلو,علاقي هوك,1,20,20
2774,24,PT-120074,كيلو,علاقي هوك,1,20,20
2775,28,PT-120074,كيلو,بدون,1,20,20
2776,16,PT-111111,كيلو,علاقي هوك,1,20,20
2777,18,PT-111111,كيلو,علاقي هوك,1,20,20
2778,20,PT-111111,كيلو,علاقي هوك,1,20,20
2779,24,PT-111111,كيلو,علاقي هوك,1,20,20
2780,18,PT-111111,كيلو,علاقي هوك,1,20,20
2781,20,PT-111111,كيلو,علاقي هوك,1,20,20
2782,24,PT-111111,كيلو,علاقي هوك,1,20,20
2783,16,PT-111111,كيلو,علاقي هوك,1,20,20
2784,18,PT-111111,كيلو,علاقي هوك,1,20,20
2785,20,PT-111111,كيلو,علاقي هوك,1,20,20
